arquivo,sinal,pessoa,rep,fonte,origem,bytes,validado,estado
pessoaM08_sinal-acontecer_rep05.mp4,acontecer,M08,05,minds,01AcontecerSinalizador08-5.mp4,46659490,sim,baixado
pessoaM10_sinal-acontecer_rep01.mp4,acontecer,M10,01,minds,01AcontecerSinalizador10-1.mp4,41458174,sim,baixado
pessoaM10_sinal-acontecer_rep02.mp4,acontecer,M10,02,minds,01AcontecerSinalizador10-2.mp4,40639820,sim,baixado
pessoaM10_sinal-acontecer_rep03.mp4,acontecer,M10,03,minds,01AcontecerSinalizador10-3.mp4,56359830,sim,baixado
pessoaM10_sinal-acontecer_rep04.mp4,acontecer,M10,04,minds,01AcontecerSinalizador10-4.mp4,42412854,sim,baixado
pessoaM10_sinal-acontecer_rep05.mp4,acontecer,M10,05,minds,01AcontecerSinalizador10-5.mp4,43689983,sim,baixado
pessoaM11_sinal-acontecer_rep01.mp4,acontecer,M11,01,minds,01AcontecerSinalizador11-1.mp4,77155312,sim,baixado
pessoaM11_sinal-acontecer_rep02.mp4,acontecer,M11,02,minds,01AcontecerSinalizador11-2.mp4,70200937,sim,baixado
pessoaM11_sinal-acontecer_rep03.mp4,acontecer,M11,03,minds,01AcontecerSinalizador11-3.mp4,82838291,sim,baixado
pessoaM11_sinal-acontecer_rep04.mp4,acontecer,M11,04,minds,01AcontecerSinalizador11-4.mp4,82750741,sim,baixado
pessoaM11_sinal-acontecer_rep05.mp4,acontecer,M11,05,minds,01AcontecerSinalizador11-5.mp4,52326789,sim,baixado
pessoaM12_sinal-acontecer_rep01.mp4,acontecer,M12,01,minds,01AcontecerSinalizador12-1.mp4,71746741,sim,baixado
pessoaM12_sinal-acontecer_rep02.mp4,acontecer,M12,02,minds,01AcontecerSinalizador12-2.mp4,65323010,sim,baixado
pessoaM12_sinal-acontecer_rep03.mp4,acontecer,M12,03,minds,01AcontecerSinalizador12-3.mp4,83417363,sim,baixado
pessoaM12_sinal-acontecer_rep04.mp4,acontecer,M12,04,minds,01AcontecerSinalizador12-4.mp4,76586143,sim,baixado
pessoaM12_sinal-acontecer_rep05.mp4,acontecer,M12,05,minds,01AcontecerSinalizador12-5.mp4,74108098,sim,baixado
pessoaV01_sinal-acontecer_rep01.mp4,acontecer,V01,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Acontecer_Articulador1.mp4,4681665,sim,baixado
pessoaV02_sinal-acontecer_rep01.mp4,acontecer,V02,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Acontecer_Articulador2.mp4,1651253,sim,baixado
pessoaV03_sinal-acontecer_rep01.mp4,acontecer,V03,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Acontecer_Articulador3.mp4,1145607,sim,baixado
pessoaM01_sinal-aluno_rep01.mp4,aluno,M01,01,minds,02AlunoSinalizador01-1.mp4,41800203,sim,baixado
pessoaM01_sinal-aluno_rep02.mp4,aluno,M01,02,minds,02AlunoSinalizador01-2.mp4,45917910,sim,baixado
pessoaM01_sinal-aluno_rep03.mp4,aluno,M01,03,minds,02AlunoSinalizador01-3.mp4,48150111,sim,baixado
pessoaM01_sinal-aluno_rep04.mp4,aluno,M01,04,minds,02AlunoSinalizador01-4.mp4,49338461,sim,baixado
pessoaM01_sinal-aluno_rep05.mp4,aluno,M01,05,minds,02AlunoSinalizador01-5.mp4,53639967,sim,baixado
pessoaM02_sinal-aluno_rep01.mp4,aluno,M02,01,minds,02AlunoSinalizador02-1.mp4,50220030,sim,baixado
pessoaM02_sinal-aluno_rep02.mp4,aluno,M02,02,minds,02AlunoSinalizador02-2.mp4,39585225,sim,baixado
pessoaM02_sinal-aluno_rep03.mp4,aluno,M02,03,minds,02AlunoSinalizador02-3.mp4,50196493,sim,baixado
pessoaM02_sinal-aluno_rep04.mp4,aluno,M02,04,minds,02AlunoSinalizador02-4.mp4,51886374,sim,baixado
pessoaM02_sinal-aluno_rep05.mp4,aluno,M02,05,minds,02AlunoSinalizador02-5.mp4,39721395,sim,baixado
pessoaM05_sinal-aluno_rep01.mp4,aluno,M05,01,minds,02AlunoSinalizador05-1.mp4,72343207,sim,baixado
pessoaM05_sinal-aluno_rep02.mp4,aluno,M05,02,minds,02AlunoSinalizador05-2.mp4,74581272,sim,baixado
pessoaM05_sinal-aluno_rep03.mp4,aluno,M05,03,minds,02AlunoSinalizador05-3.mp4,68000557,sim,baixado
pessoaM05_sinal-aluno_rep04.mp4,aluno,M05,04,minds,02AlunoSinalizador05-4.mp4,72783564,sim,baixado
pessoaM05_sinal-aluno_rep05.mp4,aluno,M05,05,minds,02AlunoSinalizador05-5.mp4,69778995,sim,baixado
pessoaM06_sinal-aluno_rep01.mp4,aluno,M06,01,minds,02AlunoSinalizador06-1.mp4,78660679,sim,baixado
pessoaM06_sinal-aluno_rep02.mp4,aluno,M06,02,minds,02AlunoSinalizador06-2.mp4,87555276,sim,baixado
pessoaM06_sinal-aluno_rep03.mp4,aluno,M06,03,minds,02AlunoSinalizador06-3.mp4,81277913,sim,baixado
pessoaM06_sinal-aluno_rep04.mp4,aluno,M06,04,minds,02AlunoSinalizador06-4.mp4,89486291,sim,baixado
pessoaM06_sinal-aluno_rep05.mp4,aluno,M06,05,minds,02AlunoSinalizador06-5.mp4,80839899,sim,baixado
pessoaM08_sinal-aluno_rep01.mp4,aluno,M08,01,minds,02AlunoSinalizador08-1.mp4,55488050,sim,baixado
pessoaM08_sinal-aluno_rep02.mp4,aluno,M08,02,minds,02AlunoSinalizador08-2.mp4,53427789,sim,baixado
pessoaM08_sinal-aluno_rep03.mp4,aluno,M08,03,minds,02AlunoSinalizador08-3.mp4,54440486,sim,baixado
pessoaM08_sinal-aluno_rep04.mp4,aluno,M08,04,minds,02AlunoSinalizador08-4.mp4,69626429,sim,baixado
pessoaM08_sinal-aluno_rep05.mp4,aluno,M08,05,minds,02AlunoSinalizador08-5.mp4,61195612,sim,baixado
pessoaM10_sinal-aluno_rep01.mp4,aluno,M10,01,minds,02AlunoSinalizador10-1.mp4,43956309,sim,baixado
pessoaM10_sinal-aluno_rep02.mp4,aluno,M10,02,minds,02AlunoSinalizador10-2.mp4,43953384,sim,baixado
pessoaM10_sinal-aluno_rep03.mp4,aluno,M10,03,minds,02AlunoSinalizador10-3.mp4,49446817,sim,baixado
pessoaM10_sinal-aluno_rep04.mp4,aluno,M10,04,minds,02AlunoSinalizador10-4.mp4,45626412,sim,baixado
pessoaM10_sinal-aluno_rep05.mp4,aluno,M10,05,minds,02AlunoSinalizador10-5.mp4,47458119,sim,baixado
pessoaM11_sinal-aluno_rep01.mp4,aluno,M11,01,minds,02AlunoSinalizador11-1.mp4,80587381,sim,baixado
pessoaM11_sinal-aluno_rep02.mp4,aluno,M11,02,minds,02AlunoSinalizador11-2.mp4,88273848,sim,baixado
pessoaM11_sinal-aluno_rep03.mp4,aluno,M11,03,minds,02AlunoSinalizador11-3.mp4,91540159,sim,baixado
pessoaM11_sinal-aluno_rep04.mp4,aluno,M11,04,minds,02AlunoSinalizador11-4.mp4,96280855,sim,baixado
pessoaM11_sinal-aluno_rep05.mp4,aluno,M11,05,minds,02AlunoSinalizador11-5.mp4,79872474,sim,baixado
pessoaM12_sinal-aluno_rep01.mp4,aluno,M12,01,minds,02AlunoSinalizador12-1.mp4,115182216,sim,baixado
pessoaM12_sinal-aluno_rep02.mp4,aluno,M12,02,minds,02AlunoSinalizador12-2.mp4,101423593,sim,baixado
pessoaM12_sinal-aluno_rep03.mp4,aluno,M12,03,minds,02AlunoSinalizador12-3.mp4,92234193,sim,baixado
pessoaM12_sinal-aluno_rep04.mp4,aluno,M12,04,minds,02AlunoSinalizador12-4.mp4,93166823,sim,baixado
pessoaM12_sinal-aluno_rep05.mp4,aluno,M12,05,minds,02AlunoSinalizador12-5.mp4,105887553,sim,baixado
pessoaM01_sinal-amarelo_rep01.mp4,amarelo,M01,01,minds,03AmareloSinalizador01-1.mp4,52045711,sim,baixado
pessoaM01_sinal-amarelo_rep02.mp4,amarelo,M01,02,minds,03AmareloSinalizador01-2.mp4,58045602,sim,baixado
pessoaM01_sinal-amarelo_rep03.mp4,amarelo,M01,03,minds,03AmareloSinalizador01-3.mp4,44537871,sim,baixado
pessoaM01_sinal-amarelo_rep04.mp4,amarelo,M01,04,minds,03AmareloSinalizador01-4.mp4,51269599,sim,baixado
pessoaM01_sinal-amarelo_rep05.mp4,amarelo,M01,05,minds,03AmareloSinalizador01-5.mp4,46289898,sim,baixado
pessoaM02_sinal-amarelo_rep01.mp4,amarelo,M02,01,minds,03AmareloSinalizador02-1.mp4,39906006,sim,baixado
pessoaM02_sinal-amarelo_rep02.mp4,amarelo,M02,02,minds,03AmareloSinalizador02-2.mp4,52423582,sim,baixado
pessoaM02_sinal-amarelo_rep03.mp4,amarelo,M02,03,minds,03AmareloSinalizador02-3.mp4,49179809,sim,baixado
pessoaM02_sinal-amarelo_rep04.mp4,amarelo,M02,04,minds,03AmareloSinalizador02-4.mp4,51812321,sim,baixado
pessoaM02_sinal-amarelo_rep05.mp4,amarelo,M02,05,minds,03AmareloSinalizador02-5.mp4,33895275,sim,baixado
pessoaM05_sinal-amarelo_rep01.mp4,amarelo,M05,01,minds,03AmareloSinalizador05-1.mp4,69539905,sim,baixado
pessoaM05_sinal-amarelo_rep02.mp4,amarelo,M05,02,minds,03AmareloSinalizador05-2.mp4,61078082,sim,baixado
pessoaM05_sinal-amarelo_rep03.mp4,amarelo,M05,03,minds,03AmareloSinalizador05-3.mp4,42919268,sim,baixado
pessoaM05_sinal-amarelo_rep04.mp4,amarelo,M05,04,minds,03AmareloSinalizador05-4.mp4,42030840,sim,baixado
pessoaM05_sinal-amarelo_rep05.mp4,amarelo,M05,05,minds,03AmareloSinalizador05-5.mp4,50350802,sim,baixado
pessoaM06_sinal-amarelo_rep01.mp4,amarelo,M06,01,minds,03AmareloSinalizador06-1.mp4,72012898,sim,baixado
pessoaM06_sinal-amarelo_rep02.mp4,amarelo,M06,02,minds,03AmareloSinalizador06-2.mp4,61511529,sim,baixado
pessoaM06_sinal-amarelo_rep03.mp4,amarelo,M06,03,minds,03AmareloSinalizador06-3.mp4,62261398,sim,baixado
pessoaM06_sinal-amarelo_rep04.mp4,amarelo,M06,04,minds,03AmareloSinalizador06-4.mp4,63361358,sim,baixado
pessoaM06_sinal-amarelo_rep05.mp4,amarelo,M06,05,minds,03AmareloSinalizador06-5.mp4,68920656,sim,baixado
pessoaM08_sinal-amarelo_rep01.mp4,amarelo,M08,01,minds,03AmareloSinalizador08-1.mp4,47833770,sim,baixado
pessoaM08_sinal-amarelo_rep02.mp4,amarelo,M08,02,minds,03AmareloSinalizador08-2.mp4,45188499,sim,baixado
pessoaM08_sinal-amarelo_rep03.mp4,amarelo,M08,03,minds,03AmareloSinalizador08-3.mp4,49310466,sim,baixado
pessoaM08_sinal-amarelo_rep04.mp4,amarelo,M08,04,minds,03AmareloSinalizador08-4.mp4,42713761,sim,baixado
pessoaM08_sinal-amarelo_rep05.mp4,amarelo,M08,05,minds,03AmareloSinalizador08-5.mp4,48180440,sim,baixado
pessoaM10_sinal-amarelo_rep01.mp4,amarelo,M10,01,minds,03AmareloSinalizador10-1.mp4,47404287,sim,baixado
pessoaM10_sinal-amarelo_rep02.mp4,amarelo,M10,02,minds,03AmareloSinalizador10-2.mp4,63308008,sim,baixado
pessoaM10_sinal-amarelo_rep03.mp4,amarelo,M10,03,minds,03AmareloSinalizador10-3.mp4,54548066,sim,baixado
pessoaM10_sinal-amarelo_rep04.mp4,amarelo,M10,04,minds,03AmareloSinalizador10-4.mp4,59749675,sim,baixado
pessoaM10_sinal-amarelo_rep05.mp4,amarelo,M10,05,minds,03AmareloSinalizador10-5.mp4,50654162,sim,baixado
pessoaM11_sinal-amarelo_rep01.mp4,amarelo,M11,01,minds,03AmareloSinalizador11-1.mp4,97081956,sim,baixado
pessoaM11_sinal-amarelo_rep02.mp4,amarelo,M11,02,minds,03AmareloSinalizador11-2.mp4,108560557,sim,baixado
pessoaM11_sinal-amarelo_rep03.mp4,amarelo,M11,03,minds,03AmareloSinalizador11-3.mp4,101745658,sim,baixado
pessoaM11_sinal-amarelo_rep04.mp4,amarelo,M11,04,minds,03AmareloSinalizador11-4.mp4,114161979,sim,baixado
pessoaM11_sinal-amarelo_rep05.mp4,amarelo,M11,05,minds,03AmareloSinalizador11-5.mp4,95943580,sim,baixado
pessoaM12_sinal-amarelo_rep01.mp4,amarelo,M12,01,minds,03AmareloSinalizador12-1.mp4,102030818,sim,baixado
pessoaM12_sinal-amarelo_rep02.mp4,amarelo,M12,02,minds,03AmareloSinalizador12-2.mp4,79542663,sim,baixado
pessoaM12_sinal-amarelo_rep03.mp4,amarelo,M12,03,minds,03AmareloSinalizador12-3.mp4,95196059,sim,baixado
pessoaM12_sinal-amarelo_rep04.mp4,amarelo,M12,04,minds,03AmareloSinalizador12-4.mp4,77420517,sim,baixado
pessoaM12_sinal-amarelo_rep05.mp4,amarelo,M12,05,minds,03AmareloSinalizador12-5.mp4,83053262,sim,baixado
pessoaV01_sinal-amarelo_rep01.mp4,amarelo,V01,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Amarelo_Articulador1.mp4,1023176,sim,baixado
pessoaV02_sinal-amarelo_rep01.mp4,amarelo,V02,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Amarelo_Articulador2.mp4,1210961,sim,baixado
pessoaV03_sinal-amarelo_rep01.mp4,amarelo,V03,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Amarelo_Articulador3.mp4,3824611,sim,baixado
pessoaM01_sinal-america_rep01.mp4,america,M01,01,minds,04AmericaSinalizador01-1.mp4,35818301,sim,baixado
pessoaM01_sinal-america_rep02.mp4,america,M01,02,minds,04AmericaSinalizador01-2.mp4,47406659,sim,baixado
pessoaM01_sinal-america_rep03.mp4,america,M01,03,minds,04AmericaSinalizador01-3.mp4,48367146,sim,baixado
pessoaM01_sinal-america_rep04.mp4,america,M01,04,minds,04AmericaSinalizador01-4.mp4,49043217,sim,baixado
pessoaM01_sinal-america_rep05.mp4,america,M01,05,minds,04AmericaSinalizador01-5.mp4,48856666,sim,baixado
pessoaM02_sinal-america_rep01.mp4,america,M02,01,minds,04AmericaSinalizador02-1.mp4,51168956,sim,baixado
pessoaM02_sinal-america_rep02.mp4,america,M02,02,minds,04AmericaSinalizador02-2.mp4,50437714,sim,baixado
pessoaM02_sinal-america_rep03.mp4,america,M02,03,minds,04AmericaSinalizador02-3.mp4,48815232,sim,baixado
pessoaM02_sinal-america_rep04.mp4,america,M02,04,minds,04AmericaSinalizador02-4.mp4,53762266,sim,baixado
pessoaM02_sinal-america_rep05.mp4,america,M02,05,minds,04AmericaSinalizador02-5.mp4,45690106,sim,baixado
pessoaM05_sinal-america_rep01.mp4,america,M05,01,minds,04AmericaSinalizador05-1.mp4,49450031,sim,baixado
pessoaM05_sinal-america_rep02.mp4,america,M05,02,minds,04AmericaSinalizador05-2.mp4,65140834,sim,baixado
pessoaM05_sinal-america_rep03.mp4,america,M05,03,minds,04AmericaSinalizador05-3.mp4,59557545,sim,baixado
pessoaM05_sinal-america_rep04.mp4,america,M05,04,minds,04AmericaSinalizador05-4.mp4,66955642,sim,baixado
pessoaM05_sinal-america_rep05.mp4,america,M05,05,minds,04AmericaSinalizador05-5.mp4,59487344,sim,baixado
pessoaM06_sinal-america_rep01.mp4,america,M06,01,minds,04AmericaSinalizador06-1.mp4,75546653,sim,baixado
pessoaM06_sinal-america_rep02.mp4,america,M06,02,minds,04AmericaSinalizador06-2.mp4,74162817,sim,baixado
pessoaM06_sinal-america_rep03.mp4,america,M06,03,minds,04AmericaSinalizador06-3.mp4,66830634,sim,baixado
pessoaM06_sinal-america_rep04.mp4,america,M06,04,minds,04AmericaSinalizador06-4.mp4,67218507,sim,baixado
pessoaM06_sinal-america_rep05.mp4,america,M06,05,minds,04AmericaSinalizador06-5.mp4,67902820,sim,baixado
pessoaM08_sinal-america_rep01.mp4,america,M08,01,minds,04AmericaSinalizador08-1.mp4,48491426,sim,baixado
pessoaM08_sinal-america_rep02.mp4,america,M08,02,minds,04AmericaSinalizador08-2.mp4,57509867,sim,baixado
pessoaM08_sinal-america_rep03.mp4,america,M08,03,minds,04AmericaSinalizador08-3.mp4,60809697,sim,baixado
pessoaM08_sinal-america_rep04.mp4,america,M08,04,minds,04AmericaSinalizador08-4.mp4,64137604,sim,baixado
pessoaM08_sinal-america_rep05.mp4,america,M08,05,minds,04AmericaSinalizador08-5.mp4,58569918,sim,baixado
pessoaM10_sinal-america_rep01.mp4,america,M10,01,minds,04AmericaSinalizador10-1.mp4,44952570,sim,baixado
pessoaM10_sinal-america_rep02.mp4,america,M10,02,minds,04AmericaSinalizador10-2.mp4,56292085,sim,baixado
pessoaM10_sinal-america_rep03.mp4,america,M10,03,minds,04AmericaSinalizador10-3.mp4,45239082,sim,baixado
pessoaM10_sinal-america_rep04.mp4,america,M10,04,minds,04AmericaSinalizador10-4.mp4,46701976,sim,baixado
pessoaM10_sinal-america_rep05.mp4,america,M10,05,minds,04AmericaSinalizador10-5.mp4,51174953,sim,baixado
pessoaM11_sinal-america_rep01.mp4,america,M11,01,minds,04AmericaSinalizador11-1.mp4,74109061,sim,baixado
pessoaM11_sinal-america_rep02.mp4,america,M11,02,minds,04AmericaSinalizador11-2.mp4,86759061,sim,baixado
pessoaM11_sinal-america_rep03.mp4,america,M11,03,minds,04AmericaSinalizador11-3.mp4,75604454,sim,baixado
pessoaM11_sinal-america_rep04.mp4,america,M11,04,minds,04AmericaSinalizador11-4.mp4,85479866,sim,baixado
pessoaM11_sinal-america_rep05.mp4,america,M11,05,minds,04AmericaSinalizador11-5.mp4,78983910,sim,baixado
pessoaM12_sinal-america_rep01.mp4,america,M12,01,minds,04AmericaSinalizador12-1.mp4,94749201,sim,baixado
pessoaM12_sinal-america_rep02.mp4,america,M12,02,minds,04AmericaSinalizador12-2.mp4,88954351,sim,baixado
pessoaM12_sinal-america_rep03.mp4,america,M12,03,minds,04AmericaSinalizador12-3.mp4,97468675,sim,baixado
pessoaM12_sinal-america_rep04.mp4,america,M12,04,minds,04AmericaSinalizador12-4.mp4,103688175,sim,baixado
pessoaM12_sinal-america_rep05.mp4,america,M12,05,minds,04AmericaSinalizador12-5.mp4,99815335,sim,baixado
pessoaM01_sinal-aproveitar_rep01.mp4,aproveitar,M01,01,minds,05AproveitarSinalizador01-1.mp4,36648691,sim,baixado
pessoaM01_sinal-aproveitar_rep02.mp4,aproveitar,M01,02,minds,05AproveitarSinalizador01-2.mp4,37479957,sim,baixado
pessoaM01_sinal-aproveitar_rep03.mp4,aproveitar,M01,03,minds,05AproveitarSinalizador01-3.mp4,38365791,sim,baixado
pessoaM01_sinal-aproveitar_rep04.mp4,aproveitar,M01,04,minds,05AproveitarSinalizador01-4.mp4,36549689,sim,baixado
pessoaM01_sinal-aproveitar_rep05.mp4,aproveitar,M01,05,minds,05AproveitarSinalizador01-5.mp4,36151231,sim,baixado
pessoaM02_sinal-aproveitar_rep01.mp4,aproveitar,M02,01,minds,05AproveitarSinalizador02-1.mp4,45585872,sim,baixado
pessoaM02_sinal-aproveitar_rep02.mp4,aproveitar,M02,02,minds,05AproveitarSinalizador02-2.mp4,30826897,sim,baixado
pessoaM02_sinal-aproveitar_rep03.mp4,aproveitar,M02,03,minds,05AproveitarSinalizador02-3.mp4,33072390,sim,baixado
pessoaM02_sinal-aproveitar_rep04.mp4,aproveitar,M02,04,minds,05AproveitarSinalizador02-4.mp4,46182711,sim,baixado
pessoaM02_sinal-aproveitar_rep05.mp4,aproveitar,M02,05,minds,05AproveitarSinalizador02-5.mp4,56457177,sim,baixado
pessoaM05_sinal-aproveitar_rep01.mp4,aproveitar,M05,01,minds,05AproveitarSinalizador05-1.mp4,48278999,sim,baixado
pessoaM05_sinal-aproveitar_rep02.mp4,aproveitar,M05,02,minds,05AproveitarSinalizador05-2.mp4,36657712,sim,baixado
pessoaM05_sinal-aproveitar_rep03.mp4,aproveitar,M05,03,minds,05AproveitarSinalizador05-3.mp4,46463538,sim,baixado
pessoaM05_sinal-aproveitar_rep04.mp4,aproveitar,M05,04,minds,05AproveitarSinalizador05-4.mp4,46021934,sim,baixado
pessoaM05_sinal-aproveitar_rep05.mp4,aproveitar,M05,05,minds,05AproveitarSinalizador05-5.mp4,53128239,sim,baixado
pessoaM06_sinal-aproveitar_rep01.mp4,aproveitar,M06,01,minds,05AproveitarSinalizador06-1.mp4,40066508,sim,baixado
pessoaM06_sinal-aproveitar_rep02.mp4,aproveitar,M06,02,minds,05AproveitarSinalizador06-2.mp4,48621202,sim,baixado
pessoaM06_sinal-aproveitar_rep03.mp4,aproveitar,M06,03,minds,05AproveitarSinalizador06-3.mp4,54923762,sim,baixado
pessoaM06_sinal-aproveitar_rep04.mp4,aproveitar,M06,04,minds,05AproveitarSinalizador06-4.mp4,40050863,sim,baixado
pessoaM06_sinal-aproveitar_rep05.mp4,aproveitar,M06,05,minds,05AproveitarSinalizador06-5.mp4,47766284,sim,baixado
pessoaM08_sinal-aproveitar_rep01.mp4,aproveitar,M08,01,minds,05AproveitarSinalizador08-1.mp4,31333489,sim,baixado
pessoaM08_sinal-aproveitar_rep02.mp4,aproveitar,M08,02,minds,05AproveitarSinalizador08-2.mp4,34930545,sim,baixado
pessoaM08_sinal-aproveitar_rep03.mp4,aproveitar,M08,03,minds,05AproveitarSinalizador08-3.mp4,34223318,sim,baixado
pessoaM08_sinal-aproveitar_rep04.mp4,aproveitar,M08,04,minds,05AproveitarSinalizador08-4.mp4,36220151,sim,baixado
pessoaM08_sinal-aproveitar_rep05.mp4,aproveitar,M08,05,minds,05AproveitarSinalizador08-5.mp4,44845651,sim,baixado
pessoaM10_sinal-aproveitar_rep01.mp4,aproveitar,M10,01,minds,05AproveitarSinalizador10-1.mp4,40536358,sim,baixado
pessoaM10_sinal-aproveitar_rep02.mp4,aproveitar,M10,02,minds,05AproveitarSinalizador10-2.mp4,37905194,sim,baixado
pessoaM10_sinal-aproveitar_rep03.mp4,aproveitar,M10,03,minds,05AproveitarSinalizador10-3.mp4,44516255,sim,baixado
pessoaM10_sinal-aproveitar_rep04.mp4,aproveitar,M10,04,minds,05AproveitarSinalizador10-4.mp4,37961067,sim,baixado
pessoaM10_sinal-aproveitar_rep05.mp4,aproveitar,M10,05,minds,05AproveitarSinalizador10-5.mp4,38296065,sim,baixado
pessoaM11_sinal-aproveitar_rep01.mp4,aproveitar,M11,01,minds,05AproveitarSinalizador11-1.mp4,69197431,sim,baixado
pessoaM11_sinal-aproveitar_rep02.mp4,aproveitar,M11,02,minds,05AproveitarSinalizador11-2.mp4,76797961,sim,baixado
pessoaM11_sinal-aproveitar_rep03.mp4,aproveitar,M11,03,minds,05AproveitarSinalizador11-3.mp4,69941150,sim,baixado
pessoaM11_sinal-aproveitar_rep04.mp4,aproveitar,M11,04,minds,05AproveitarSinalizador11-4.mp4,74577242,sim,baixado
pessoaM11_sinal-aproveitar_rep05.mp4,aproveitar,M11,05,minds,05AproveitarSinalizador11-5.mp4,67092041,sim,baixado
pessoaM12_sinal-aproveitar_rep01.mp4,aproveitar,M12,01,minds,05AproveitarSinalizador12-1.mp4,65528880,sim,baixado
pessoaM12_sinal-aproveitar_rep02.mp4,aproveitar,M12,02,minds,05AproveitarSinalizador12-2.mp4,56446801,sim,baixado
pessoaM12_sinal-aproveitar_rep03.mp4,aproveitar,M12,03,minds,05AproveitarSinalizador12-3.mp4,60641728,sim,baixado
pessoaM12_sinal-aproveitar_rep04.mp4,aproveitar,M12,04,minds,05AproveitarSinalizador12-4.mp4,55625989,sim,baixado
pessoaM12_sinal-aproveitar_rep05.mp4,aproveitar,M12,05,minds,05AproveitarSinalizador12-5.mp4,52756430,sim,baixado
pessoaM01_sinal-bala_rep01.mp4,bala,M01,01,minds,06BalaSinalizador01-1.mp4,40925908,sim,baixado
pessoaM01_sinal-bala_rep02.mp4,bala,M01,02,minds,06BalaSinalizador01-2.mp4,51935394,sim,baixado
pessoaM01_sinal-bala_rep03.mp4,bala,M01,03,minds,06BalaSinalizador01-3.mp4,39403069,sim,baixado
pessoaM01_sinal-bala_rep04.mp4,bala,M01,04,minds,06BalaSinalizador01-4.mp4,40401698,sim,baixado
pessoaM01_sinal-bala_rep05.mp4,bala,M01,05,minds,06BalaSinalizador01-5.mp4,44042604,sim,baixado
