destino,sinal,pessoa,fonte,url,bytes
pessoaTUFV_sinal-afillhado_rep01.mp4,afillhado,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1232-afillhado.mp4,1004321
pessoaT048_sinal-afogar_rep01.mp4,afogar,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01573-Afogar.mp4,1370316
pessoaT048_sinal-africa_rep01.mp4,africa,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00994-africa.mp4,978694
pessoaTUFV_sinal-agarrar_rep01.mp4,agarrar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01575-Agarrar.mp4,983814
pessoaTUFV_sinal-agosto_rep01.mp4,agosto,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01511-Agosto.mp4,1002258
pessoaT054_sinal-agramatical_rep01.mp4,agramatical,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/agramatical.mp4,1708539
pessoaT049_sinal-agua-de-coco_rep01.mp4,agua-de-coco,T049,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/%C3%A1gua-de-coco.mp4,2337367
pessoaT048_sinal-aguia_rep01.mp4,aguia,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/645-aguia.mp4,1711932
pessoaTUFV_sinal-agulha-de-croche_rep01.mp4,agulha-de-croche,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/agulha-de-croch%C3%AA.mp4,2599170
pessoaTUFV_sinal-ainda_rep01.mp4,ainda,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01578-Ainda.mp4,882275
pessoaTUFV_sinal-aindanao_rep01.mp4,aindanao,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1337-aindan%C3%A3o.mp4,881551
pessoaTUFV_sinal-ajoelhar_rep01.mp4,ajoelhar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01579-Ajoelhar.mp4,1206200
pessoaTUFV_sinal-ajudar_rep01.mp4,ajudar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/709-ajudar.mp4,1015855
pessoaT049_sinal-alcool_rep01.mp4,alcool,T049,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alcool.mp4,2278154
pessoaTUFV_sinal-aleluia_rep01.mp4,aleluia,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01580-Aleluia.mp4,1245131
pessoaT048_sinal-alemanha_rep01.mp4,alemanha,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00996-alemanha.mp4,975322
pessoaT048_sinal-alerta_rep01.mp4,alerta,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01581-Alerta.mp4,1161764
pessoaTUFV_sinal-alface_rep01.mp4,alface,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alface.mp4,1955824
pessoaT050_sinal-algodao_rep01.mp4,algodao,T050,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/algod%C3%A3o.mp4,2567195
pessoaT054_sinal-algoritmo_rep01.mp4,algoritmo,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/algoritmo.mp4,1538822
pessoaT048_sinal-alguem_rep01.mp4,alguem,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1358-alguem.mp4,1006469
pessoaT048_sinal-algum_rep01.mp4,algum,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1359-algum.mp4,1117803
pessoaTUFV_sinal-alho_rep01.mp4,alho,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alho.mp4,2170664
pessoaTUFV_sinal-alma_rep01.mp4,alma,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01801-alma.mp4,845029
pessoaT048_sinal-almocar_rep01.mp4,almocar,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01583-Almo%C3%A7ar.mp4,1088814
pessoaT054_sinal-alofone_rep01.mp4,alofone,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alofone.mp4,1882982
pessoaT054_sinal-alomorfe_rep01.mp4,alomorfe,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alomorfe.mp4,1577347
pessoaT048_sinal-altar_rep01.mp4,altar,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1355-altar.mp4,1205571
pessoaTUFV_sinal-alto_rep01.mp4,alto,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alto.mp4,1906991
pessoaTUFV_sinal-altura_rep01.mp4,altura,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01803-altura.mp4,937472
pessoaTUFV_sinal-aluguel_rep01.mp4,aluguel,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1180-aluguel.mp4,1133881
pessoaTUFV_sinal-amamentar_rep01.mp4,amamentar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01585-Amamentar.mp4,1055110
pessoaT048_sinal-amanha_rep01.mp4,amanha,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/742-amanha.mp4,1018805
pessoaT048_sinal-amante_rep01.mp4,amante,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01586-Amante.mp4,1123546
pessoaT048_sinal-amapa_rep01.mp4,amapa,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00997-amapa.mp4,917601
pessoaT048_sinal-amarelocor_rep01.mp4,amarelocor,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/810-amarelocor.mp4,1020457
pessoaT054_sinal-ambiguidade_rep01.mp4,ambiguidade,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/ambiguidade.mp4,1600840
pessoaT049_sinal-amendoim_rep01.mp4,amendoim,T049,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/amendoim.mp4,2044290
pessoaT048_sinal-america_rep01.mp4,america,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00999-america.mp4,1001381
pessoaT048_sinal-america-central_rep01.mp4,america-central,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01000-america-central.mp4,1090521
pessoaT048_sinal-america-sul_rep01.mp4,america-sul,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01002-america-sul.mp4,966817
pessoaTUFV_sinal-amigo_rep01.mp4,amigo,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/890-amigo.mp4,953231
pessoaT048_sinal-amor_rep01.mp4,amor,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01587-Amor.mp4,968610
pessoaTUFV_sinal-amora_rep01.mp4,amora,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/amora.mp4,3448278
pessoaT054_sinal-analogia_rep01.mp4,analogia,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/analogia.mp4,1655228
pessoaT050_sinal-anao_rep01.mp4,anao,T050,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/an%C3%A3o.mp4,1929563
pessoaTUFV_sinal-ano_rep01.mp4,ano,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01512-Ano.mp4,1001976
pessoaTUFV_sinal-anotar_rep01.mp4,anotar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01588-Anotar.mp4,992072
pessoaT048_sinal-antes_rep01.mp4,antes,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01513-Antes.mp4,1048683
pessoaTUFV_sinal-apagar_rep01.mp4,apagar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01589-Apagar.mp4,1034265
pessoaTUFV_sinal-aparecer_rep01.mp4,aparecer,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/aparecer.mp4,1645985
pessoaT048_sinal-apertar_rep01.mp4,apertar,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01590-Apertar.mp4,913657
pessoaT054_sinal-aplicativo_rep01.mp4,aplicativo,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aplicativo.mp4,1496476
pessoaTUFV_sinal-aposentado_rep01.mp4,aposentado,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/681-aposentado.mp4,1175021
pessoaTUFV_sinal-aprender_rep01.mp4,aprender,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01591-Aprender.mp4,964754
pessoaTUFV_sinal-aprendizagem_rep01.mp4,aprendizagem,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aprendizagem.mp4,1464715
pessoaTUFV_sinal-aquario_rep01.mp4,aquario,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01456-Aqu%C3%A1rio.mp4,1281195
pessoaTUFV_sinal-aquisicao-da-linguagem_rep01.mp4,aquisicao-da-linguagem,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aquisi%C3%A7%C3%A3o-da-linguagem.mp4,1697137
pessoaTUFV_sinal-areia_rep01.mp4,areia,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1285-areia.mp4,1207777
pessoaTUFV_sinal-argentina_rep01.mp4,argentina,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01004-argentina.mp4,1066413
pessoaTUFV_sinal-argumento_rep01.mp4,argumento,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/argumento.mp4,1819549
pessoaT054_sinal-aristoteles_rep01.mp4,aristoteles,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/arist%C3%B3teles.mp4,1498554
pessoaT048_sinal-arma_rep01.mp4,arma,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/630-arma.mp4,1233689
pessoaT048_sinal-armadefogo_rep01.mp4,armadefogo,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/631-armadefogo.mp4,1453703
pessoaT048_sinal-armario_rep01.mp4,armario,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01443-Armario.mp4,1447292
pessoaT048_sinal-arquiteto_rep01.mp4,arquiteto,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1402-arquiteto.mp4,1136021
pessoaT048_sinal-arrastar_rep01.mp4,arrastar,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01593-Arrastar.mp4,1345658
pessoaT049_sinal-arroz_rep01.mp4,arroz,T049,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/arroz.mp4,2213724
pessoaTUFV_sinal-arrumar_rep01.mp4,arrumar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01594-Arrumar.mp4,1266030
pessoaTUFV_sinal-assistir_rep01.mp4,assistir,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01595-Assistir.mp4,969430
pessoaTUFV_sinal-assustar_rep01.mp4,assustar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01596-Assustar.mp4,1105369
pessoaT048_sinal-atrasar_rep01.mp4,atrasar,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01597-Atrasar.mp4,1109395
pessoaTUFV_sinal-aumentar_rep01.mp4,aumentar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01598-Aumentar.mp4,1062185
pessoaTUFV_sinal-ausente_rep01.mp4,ausente,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ausente.mp4,1815862
pessoaT048_sinal-australia_rep01.mp4,australia,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01005-australia.mp4,1139053
pessoaT054_sinal-automatica_rep01.mp4,automatica,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/autom%C3%A1tica.mp4,1470589
pessoaT048_sinal-avenida_rep01.mp4,avenida,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01007-avenida.mp4,1049949
pessoaTUFV_sinal-avisar_rep01.mp4,avisar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01599-Avisar.mp4,1015570
pessoaTUFV_sinal-azeite_rep01.mp4,azeite,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeite.mp4,2365421
pessoaTUFV_sinal-azeitona_rep01.mp4,azeitona,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeitona.mp4,2280558
pessoaTUFV_sinal-azul_rep01.mp4,azul,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/844-azul.mp4,1049662
pessoaT049_sinal-bacon_rep01.mp4,bacon,T049,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/08/bacon.mp4,1873409
pessoaTUFV_sinal-bagunca_rep01.mp4,bagunca,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bagun%C3%A7a.mp4,2736031
pessoaT048_sinal-bahia_rep01.mp4,bahia,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01008-bahia.mp4,966792
pessoaTUFV_sinal-bailarina_rep01.mp4,bailarina,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1403-bailarina.mp4,1207489
pessoaTUFV_sinal-baixo_rep01.mp4,baixo,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/baixo.mp4,1831259
pessoaT050_sinal-bala_rep01.mp4,bala,T050,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bala.mp4,2154023
pessoaT048_sinal-balanca_rep01.mp4,balanca,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01457-Balan%C3%A7a.mp4,1091522
pessoaTUFV_sinal-balao_rep01.mp4,balao,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bal%C3%A3o.mp4,2764656
pessoaTUFV_sinal-balbucio_rep01.mp4,balbucio,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/balbucio.mp4,1649074
pessoaTUFV_sinal-balde_rep01.mp4,balde,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/08/balde.mp4,2397559
pessoaTUFV_sinal-banana_rep01.mp4,banana,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/banana.mp4,3327254
pessoaT048_sinal-bancario_rep01.mp4,bancario,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1404-bancario.mp4,1030793
pessoaT054_sinal-banco-de-dados_rep01.mp4,banco-de-dados,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/banco-de-dados.mp4,1609540
pessoaTUFV_sinal-bandeira_rep01.mp4,bandeira,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bandeira.mp4,2880411
pessoaT048_sinal-banheira_rep01.mp4,banheira,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01459-Banheira.mp4,1521921
pessoaT048_sinal-banheiro_rep01.mp4,banheiro,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/683-banheiro.mp4,1303444
pessoaT048_sinal-barriga_rep01.mp4,barriga,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/823-barriga.mp4,923643
pessoaT050_sinal-baruho_rep01.mp4,baruho,T050,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/baruho.mp4,2138700
pessoaTUFV_sinal-base_rep01.mp4,base,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/base.mp4,3256225
pessoaTUFV_sinal-basquete_rep01.mp4,basquete,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00959-basquete.mp4,1362225
pessoaTUFV_sinal-batata_rep01.mp4,batata,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/batata.mp4,2007678
pessoaT049_sinal-batedeira_rep01.mp4,batedeira,T049,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/batedeira.mp4,3086488
pessoaTUFV_sinal-bater_rep01.mp4,bater,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01601-Bater.mp4,1077512
pessoaT048_sinal-bateria_rep01.mp4,bateria,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00950-bateria.mp4,1129676
pessoaTUFV_sinal-batizar_rep01.mp4,batizar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01602-Batizar.mp4,1226665
pessoaT048_sinal-bebe_rep01.mp4,bebe,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01603-Beb%C3%AA.mp4,1243254
pessoaTUFV_sinal-beijar_rep01.mp4,beijar,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01604-Beijar.mp4,937637
pessoaT050_sinal-beleza_rep01.mp4,beleza,T050,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/beleza.mp4,2019253
pessoaT048_sinal-bermuda_rep01.mp4,bermuda,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01791-bermuda.mp4,691879
pessoaT054_sinal-binario_rep01.mp4,binario,T054,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/binario.mp4,1836081
pessoaT048_sinal-biquini_rep01.mp4,biquini,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/882-biquini.mp4,1312201
pessoaT048_sinal-bisavo_rep01.mp4,bisavo,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/893-bisav%C3%B4.mp4,1108654
pessoaT048_sinal-bisavo_rep02.mp4,bisavo,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/892-bisav%C3%B3.mp4,1125614
pessoaT050_sinal-biscoito-agua-e-sal_rep01.mp4,biscoito-agua-e-sal,T050,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/biscoito-%C3%A1gua-e-sal.mp4,2185008
pessoaTUFV_sinal-blusa_rep01.mp4,blusa,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/846-blusa.mp4,811028
pessoaTUFV_sinal-boa-noite_rep01.mp4,boa-noite,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01444-Boa-Noite.mp4,1047176
pessoaT048_sinal-boa-tarde_rep01.mp4,boa-tarde,T048,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01445-Boa-Tarde.mp4,1031681
pessoaTUFV_sinal-boina_rep01.mp4,boina,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/847-boina.mp4,1254311
pessoaTUFV_sinal-bola_rep01.mp4,bola,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00960-bola.mp4,1033435
pessoaTUFV_sinal-bolsa_rep01.mp4,bolsa,TUFV,ufv,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/848-bolsa.mp4,968722
