word,category,priority,query,title,source_url,download_path,status
por favor,conectivo/solicitação,alto,libras por favor palavra,Por favor Sinal em Libras.,https://www.youtube.com/watch?v=lDOR-cnhfQc,,failed
por favor,conectivo/solicitação,alto,libras por favor palavra,"SINAL DE ""POR FAVOR"" EM LIBRAS (LÍNGUA DE SINAIS)",https://www.youtube.com/watch?v=-8g9LCo5lRA,,failed
por favor,conectivo/solicitação,alto,libras por favor palavra,"Vamos aprender Libras? - Por favor, com licença, obrigada, de nada e desculpe!",https://www.youtube.com/watch?v=80vsS23T8eE,,failed
por favor,conectivo/solicitação,alto,libras por favor palavra,35 SINAIS DE LIBRAS BÁSICOS MAIS USADOS (LÍNGUA DE SINAIS),https://www.youtube.com/watch?v=qkSfTWwds8c,,failed
por favor,conectivo/solicitação,alto,libras por favor palavra,"DIFERENÇAS de ""Por favor"" e ""Com licença"" - Em Libras",https://www.youtube.com/watch?v=PjhcPVuNWDs,,failed
por favor,conectivo/solicitação,alto,Libras por favor vídeo,50 FRASES EM LIBRAS PARA INICIANTES - LÍNGUA DE SINAIS,https://www.youtube.com/watch?v=xvuvrLJH87E,,failed
por favor,conectivo/solicitação,alto,Libras por favor vídeo,COMO APRENDER LIBRAS SOZINHO DO ZERO (PASSO A PASSO) - Libras para iniciantes,https://www.youtube.com/watch?v=-ZDkdbPqUZg,,failed
por favor,conectivo/solicitação,alto,Libras por favor vídeo,"SINAL DE ""POR FAVOR"" EM LIBRAS (LÍNGUA DE SINAIS)",https://www.youtube.com/watch?v=-8g9LCo5lRA,,failed
por favor,conectivo/solicitação,alto,Libras por favor; sinal de por favor em Libras; dicionario Libras por favor; libras por favor palavra; Libras por favor vídeo,,,,not_found
obrigado,conectivo/agradecimento,alto,Libras obrigado,COMO SE DIZ EM LIBRAS - OBRIGADO,https://www.youtube.com/watch?v=s73yj4lSf94,,failed
obrigado,conectivo/agradecimento,alto,Libras obrigado,Minuto em Libras: Obrigado / Obrigada,https://www.youtube.com/watch?v=syoVxS7zeNY,,failed
obrigado,conectivo/agradecimento,alto,Libras obrigado,"COMO AGRADECER EM LIBRAS: SINAL DE ""OBRIGADO"" e ""DE NADA""",https://www.youtube.com/watch?v=fr7pML3N0F4,,failed
obrigado,conectivo/agradecimento,alto,Libras obrigado,Aprenda CUMPRIMENTOS MAIS USADOS em LIBRAS + Atividade Prática (FRASE),https://www.youtube.com/watch?v=t4h8M9FX0YA,,failed
obrigado,conectivo/agradecimento,alto,sinal de obrigado em Libras,"COMO AGRADECER EM LIBRAS: SINAL DE ""OBRIGADO"" e ""DE NADA""",https://www.youtube.com/watch?v=fr7pML3N0F4,,failed
obrigado,conectivo/agradecimento,alto,sinal de obrigado em Libras,COMO SE DIZ EM LIBRAS - OBRIGADO,https://www.youtube.com/watch?v=s73yj4lSf94,,failed
obrigado,conectivo/agradecimento,alto,sinal de obrigado em Libras,Minuto em Libras: Obrigado / Obrigada,https://www.youtube.com/watch?v=syoVxS7zeNY,,failed
obrigado,conectivo/agradecimento,alto,sinal de obrigado em Libras,Sinal de AGRADECER / OBRIGADO / GRATIDÃO em LIBRAS,https://www.youtube.com/watch?v=1OUgjL9FXlE,,failed
por favor,conectivo/solicitação,alto,Libras por favor,Por favor Sinal em Libras.,https://www.youtube.com/watch?v=lDOR-cnhfQc,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/por-favor/por-favor-lDOR-cnhfQc.mp4,downloaded
esperar,verbo operacional,alto,Libras esperar,Esperar Sinal em Libras.,https://www.youtube.com/watch?v=f70M7KpTHMc,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/esperar/esperar-f70M7KpTHMc.mp4,downloaded
porque,conectivo causal,alto,sinal de porque em Libras,"Sinal de ""PORQUE"" em Libras",https://www.youtube.com/watch?v=zdGaRBjU0uM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/porque/porque-zdGaRBjU0uM.mp4,downloaded
obrigado,conectivo/agradecimento,alto,Libras obrigado,COMO SE DIZ EM LIBRAS - OBRIGADO,https://www.youtube.com/watch?v=s73yj4lSf94,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/obrigado/obrigado-s73yj4lSf94.mp4,downloaded
ajudar,verbo assistencial,alto,Libras ajudar,Sinal de AJUDAR em Libras,https://www.youtube.com/watch?v=fFKvNicVieA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ajudar/ajudar-fFKvNicVieA.mp4,downloaded
voltar,verbo de deslocamento,alto,Libras voltar,VOLTAR | RETORNAR - SINAL EM LIBRAS,https://www.youtube.com/watch?v=_k5HpKepiZw,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/voltar/voltar-_k5HpKepiZw.mp4,downloaded
nome,institutional,alto,Libras nome,Libras - Nome completo,https://www.youtube.com/watch?v=TotOUnrWBdI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nome/nome-TotOUnrWBdI.mp4,downloaded
documento,institutional,alto,Libras documento,DOCUMENTO Sinal em Libras.,https://www.youtube.com/watch?v=klLtmu4e3kg,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/documento/documento-klLtmu4e3kg.mp4,downloaded
mostrar,verbo de instrução,alto,Libras mostrar,MOSTRAR | MOSTRA - SINAL EM LIBRAS,https://www.youtube.com/watch?v=JmB-nrcWluA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/mostrar/mostrar-JmB-nrcWluA.mp4,downloaded
precisar,verbo de necessidade,alto,Libras precisar,Sinal de PRECISAR em LIBRAS | LÍNGUA DE SINAIS,https://www.youtube.com/watch?v=ScakO-9bMAQ,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/precisar/precisar-ScakO-9bMAQ.mp4,downloaded
entrar,verbo de movimento,alto,Libras entrar,Entrar - Libras,https://www.youtube.com/watch?v=L6CKrnDh8DY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/entrar/entrar-L6CKrnDh8DY.mp4,downloaded
sair,verbo de movimento,alto,Libras sair,Sair - Informática em LIBRAS,https://www.youtube.com/watch?v=8-rDLV_TMhY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sair/sair-8-rDLV_TMhY.mp4,downloaded
buscar,verbo operacional,alto,Libras buscar,LIBRAS BÍBLIA - Buscar (Verbo),https://www.youtube.com/watch?v=P9uCesa0rXI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/buscar/buscar-P9uCesa0rXI.mp4,downloaded
levar,verbo operacional,alto,Libras levar,Levar em Libras (5 Sinais),https://www.youtube.com/watch?v=PY8ZLcrJ7wE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/levar/levar-PY8ZLcrJ7wE.mp4,downloaded
trazer,verbo operacional,alto,Libras trazer,LIBRAS BÍBLIA - Trazer x Levar (Adjetivo/Sentimento),https://www.youtube.com/watch?v=jj_2JTzuw50,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/trazer/trazer-jj_2JTzuw50.mp4,downloaded
escrever,verbo de documentação,alto,dicionario Libras escrever,Dicionario de Libras escrever,https://www.youtube.com/watch?v=Q5RLtaEl4Mo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/escrever/escrever-Q5RLtaEl4Mo.mp4,downloaded
ler,verbo de leitura,alto,Libras ler,Ler Sinal em Libras.,https://www.youtube.com/watch?v=UhL0NGvbLtc,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ler/ler-UhL0NGvbLtc.mp4,downloaded
dor,estado/urgência,alto,Libras dor,Dor / Doer Sinal em Libras.,https://www.youtube.com/watch?v=KdgOqgaP_nQ,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/dor/dor-KdgOqgaP_nQ.mp4,downloaded
ruim,estado/urgência,alto,Libras ruim,Ruim Sinal em Libras.,https://www.youtube.com/watch?v=OiysZ7GJ2qU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ruim/ruim-OiysZ7GJ2qU.mp4,downloaded
quando,conectivo temporal,alto,Libras quando,QUANDO em LIBRAS | SINAL da Palavra QUANDO em LIBRAS | Simone Libras,https://www.youtube.com/watch?v=DOB_etvQfeM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/quando/quando-DOB_etvQfeM.mp4,downloaded
onde,conectivo de localidade,alto,Libras onde,Sinal de LUGAR | ONDE | LOCAL | LOCALIZAR em LIBRAS,https://www.youtube.com/watch?v=sVGn8oelNw4,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/onde/onde-sVGn8oelNw4.mp4,downloaded
como,conectivo de modo,alto,Libras como; sinal de como em Libras; dicionario Libras como; libras como palavra; Libras como vídeo,,,,not_found
senha,institutional,alto,Libras senha,"Sinal-termo ""Senha"" - Glossário Libras EaD",https://www.youtube.com/watch?v=q7GN1AJXeFU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/senha/senha-q7GN1AJXeFU.mp4,downloaded
atendimento,institutional,alto,Libras atendimento,ATENDIMENTO sinalário Libras,https://www.youtube.com/watch?v=eaWQDGzcP2I,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/atendimento/atendimento-eaWQDGzcP2I.mp4,downloaded
consulta,institutional,alto,Libras consulta,Consulta médica Libras,https://www.youtube.com/watch?v=LF-pct8Z6NY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/consulta/consulta-LF-pct8Z6NY.mp4,downloaded
protocolo,institutional,alto,Libras protocolo,Sinal de protocolo em libras,https://www.youtube.com/watch?v=xOypLUywmNU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/protocolo/protocolo-xOypLUywmNU.mp4,downloaded
agendar,institutional,alto,Libras agendar,Sinal de AGENDAR em LIBRAS,https://www.youtube.com/watch?v=Ev67uA_68Ak,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/agendar/agendar-Ev67uA_68Ak.mp4,downloaded
marcar,institutional,alto,Libras marcar,"HOW TO SIGN ""MARCAR"" (TO SCHEDULE/BOOK) IN LIBRAS",https://www.youtube.com/watch?v=e8iiLE8o46k,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/marcar/marcar-e8iiLE8o46k.mp4,downloaded
sim,resposta simples,alto,Libras sim,Sinal de “SIM” em Libras com LibrasLab,https://www.youtube.com/watch?v=4_gsOiAvvoI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sim/sim-4_gsOiAvvoI.mp4,downloaded
nao,resposta simples,alto,Libras nao,Sinal de “NÃO” em Libras com LibrasLab,https://www.youtube.com/watch?v=g5uLm2N0mY0,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nao/nao-g5uLm2N0mY0.mp4,downloaded
ajuda,apoio/solicitação,alto,Libras ajuda; sinal de ajuda em Libras; dicionario Libras ajuda; libras ajuda palavra; Libras ajuda vídeo,,,,not_found
medo,estado emocional,alto,Libras medo,COMO Perder o MEDO de FALAR / SINALIZAR em LIBRAS,https://www.youtube.com/watch?v=9Z9UtH87kKk,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/medo/medo-9Z9UtH87kKk.mp4,downloaded
urgente,estado/urgência,alto,Libras urgente,"Perigo, Grave, Urgente e Cuidado em Libras | Aprenda os Sinais Essenciais",https://www.youtube.com/watch?v=g9uJgU9vJLI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/urgente/urgente-g9uJgU9vJLI.mp4,downloaded
quero,verbo de desejo,médio,sinal de quero em Libras,"Sinal de ""Quero"" em Libras",https://www.youtube.com/watch?v=wlZg3JwmXL8,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/quero/quero-wlZg3JwmXL8.mp4,downloaded
preciso,verbo de necessidade,médio,Libras preciso,Frase em Libras: Eu preciso de você,https://www.youtube.com/watch?v=LLXGGLyE4uo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/preciso/preciso-LLXGGLyE4uo.mp4,downloaded
sentar,verbo de ação,médio,Libras sentar,195º CURSO DE LIBRAS |  SENTAR,https://www.youtube.com/watch?v=hKImzxXTd14,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sentar/sentar-hKImzxXTd14.mp4,downloaded
levantar,verbo de ação,médio,Libras levantar,LIBRAS BÍBLIA - Levantar x Cair (Adjetivo/Sentimento),https://www.youtube.com/watch?v=in9uofivfu8,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/levantar/levantar-in9uofivfu8.mp4,downloaded
cansado,estado,médio,Libras cansado,Sinal de CANSAR | CANSADO em LIBRAS,https://www.youtube.com/watch?v=Z0hUNrHf6us,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/cansado/cansado-Z0hUNrHf6us.mp4,downloaded
nervoso,estado,médio,Libras nervoso,Sinal de NERVOSO | NERVOSA em LIBRAS,https://www.youtube.com/watch?v=hSei88IDjBM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nervoso/nervoso-hSei88IDjBM.mp4,downloaded
perguntar,verbo comunicativo,médio,Libras perguntar,PERGUNTAR | PERGUNTA - SINAL EM LIBRAS,https://www.youtube.com/watch?v=QIQyENCW-Tk,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/perguntar/perguntar-QIQyENCW-Tk.mp4,downloaded
por favor,conectivo/solicitação,alto,Libras por favor,"MINuto Libras - Sinal de hoje ""Por Favor""",https://www.youtube.com/watch?v=3A4to--R6aE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/por-favor/por-favor-3A4to--R6aE.mp4,downloaded
por favor,conectivo/solicitação,alto,sinal de por favor em Libras,"DIFERENÇAS de ""Por favor"" e ""Com licença"" - Em Libras",https://www.youtube.com/watch?v=PjhcPVuNWDs,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/por-favor/por-favor-PjhcPVuNWDs.mp4,downloaded
por favor,conectivo/solicitação,alto,sinal de por favor em Libras,Com Licença/Por Favor - Sinal em Libras,https://www.youtube.com/watch?v=HHXp06ezgEQ,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/por-favor/por-favor-HHXp06ezgEQ.mp4,downloaded
por favor,conectivo/solicitação,alto,sinal de por favor em Libras,Sinal de POR FAVOR em Libras,https://www.youtube.com/watch?v=V3xEY9sykjY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/por-favor/por-favor-V3xEY9sykjY.mp4,downloaded
obrigado,conectivo/agradecimento,alto,Libras obrigado,Minuto em Libras: Obrigado / Obrigada,https://www.youtube.com/watch?v=syoVxS7zeNY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/obrigado/obrigado-syoVxS7zeNY.mp4,downloaded
obrigado,conectivo/agradecimento,alto,Libras obrigado,"MINuto Libras - Sinal de hoje ""Obrigado""",https://www.youtube.com/watch?v=IqcDzU6pi_k,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/obrigado/obrigado-IqcDzU6pi_k.mp4,downloaded
obrigado,conectivo/agradecimento,alto,Libras obrigado,"LIBRAS, OBRIGADO",https://www.youtube.com/watch?v=vub7frPhIQQ,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/obrigado/obrigado-vub7frPhIQQ.mp4,downloaded
obrigado,conectivo/agradecimento,alto,Libras obrigado,Sinal de AGRADECER / OBRIGADO / GRATIDÃO em LIBRAS,https://www.youtube.com/watch?v=1OUgjL9FXlE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/obrigado/obrigado-1OUgjL9FXlE.mp4,downloaded
esperar,verbo operacional,alto,Libras esperar,"MINuto Libras - Sinal de hoje ""Esperar""",https://www.youtube.com/watch?v=XppZHIsDuDI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/esperar/esperar-XppZHIsDuDI.mp4,downloaded
esperar,verbo operacional,alto,Libras esperar,LIBRAS BÍBLIA - Esperar (Verbo),https://www.youtube.com/watch?v=pNzcB9mRIRE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/esperar/esperar-pNzcB9mRIRE.mp4,downloaded
esperar,verbo operacional,alto,Libras esperar,Sinal de AGUARDAR / ESPERAR em LIBRAS,https://www.youtube.com/watch?v=OqBsQ5uaS30,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/esperar/esperar-OqBsQ5uaS30.mp4,downloaded
esperar,verbo operacional,alto,Libras esperar,ESPERAR- LIBRAS,https://www.youtube.com/watch?v=RDMFzRdJT38,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/esperar/esperar-RDMFzRdJT38.mp4,downloaded
ajudar,verbo assistencial,alto,Libras ajudar,Sinal de AJUDAR em LIBRAS,https://www.youtube.com/watch?v=uQMbHg8hKtI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ajudar/ajudar-uQMbHg8hKtI.mp4,downloaded
ajudar,verbo assistencial,alto,Libras ajudar,Ajudar em Libras (6 Sinais),https://www.youtube.com/watch?v=nuzA5vSsPjE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ajudar/ajudar-nuzA5vSsPjE.mp4,downloaded
ajudar,verbo assistencial,alto,sinal de ajudar em Libras,"Como se diz ""AJUDAR"" em Libras | Rodrigo Timóteo",https://www.youtube.com/watch?v=09gLpPdVTlw,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ajudar/ajudar-09gLpPdVTlw.mp4,downloaded
ajudar,verbo assistencial,alto,sinal de ajudar em Libras,Como posso te ajudar ? - Em libras,https://www.youtube.com/watch?v=l1j9s1q0G78,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ajudar/ajudar-l1j9s1q0G78.mp4,downloaded
voltar,verbo de deslocamento,alto,Libras voltar,Sinal de Regressar / Retornar / Voltar em Libras ,https://www.youtube.com/watch?v=E3T7O0A8CQo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/voltar/voltar-E3T7O0A8CQo.mp4,downloaded
voltar,verbo de deslocamento,alto,Libras voltar,LIBRAS BÍBLIA - Voltar (Verbo),https://www.youtube.com/watch?v=5OCzA6cn_qY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/voltar/voltar-5OCzA6cn_qY.mp4,downloaded
voltar,verbo de deslocamento,alto,Libras voltar,Voltar em Libras (5 Sinais),https://www.youtube.com/watch?v=-9NNV-6Iw3k,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/voltar/voltar--9NNV-6Iw3k.mp4,downloaded
voltar,verbo de deslocamento,alto,Libras voltar,Sinal de VOLTAR em Libras @TarsoTILSP,https://www.youtube.com/watch?v=PjrFp93O4Ew,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/voltar/voltar-PjrFp93O4Ew.mp4,downloaded
nome,institutional,alto,Libras nome,"MINuto Libras - Sinal de hoje ""Meu nome""",https://www.youtube.com/watch?v=R4qxkPmSdLY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nome/nome-R4qxkPmSdLY.mp4,downloaded
nome,institutional,alto,sinal de nome em Libras,"Sinal da palavra ""Nome"" em Libras - Língua Brasileira de Sinais",https://www.youtube.com/watch?v=-4NrBGLwex8,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nome/nome--4NrBGLwex8.mp4,downloaded
nome,institutional,alto,sinal de nome em Libras,"NOME ( seu nome, meu nome, nome coisa ) - SINAL EM LIBRAS",https://www.youtube.com/watch?v=VHsY4xFczPc,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nome/nome-VHsY4xFczPc.mp4,downloaded
nome,institutional,alto,sinal de nome em Libras,Qual seu nome?| Qual Seu nome em Libras| Simone Libras,https://www.youtube.com/watch?v=nJQ3pjPZhnU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/nome/nome-nJQ3pjPZhnU.mp4,downloaded
documento,institutional,alto,Libras documento,Sinal de DOCUMENTO (s) em LIBRAS,https://www.youtube.com/watch?v=DtxfZwfxbxs,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/documento/documento-DtxfZwfxbxs.mp4,downloaded
documento,institutional,alto,Libras documento,DOCUMENTO EM LIBRAS,https://www.youtube.com/watch?v=Io02GQaMWdI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/documento/documento-Io02GQaMWdI.mp4,downloaded
documento,institutional,alto,Libras documento,DOCUMENTO | CONTA - SINAL EM LIBRAS,https://www.youtube.com/watch?v=uu4gsmAVprA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/documento/documento-uu4gsmAVprA.mp4,downloaded
documento,institutional,alto,sinal de documento em Libras,Sinal de DOCUMENTO em Libras @TarsoTILSP,https://www.youtube.com/watch?v=7FUK04h5_zw,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/documento/documento-7FUK04h5_zw.mp4,downloaded
mostrar,verbo de instrução,alto,Libras mostrar,APRESENTAR / MOSTRAR EM LIBRAS| SINAL DE APRESENTAR | PALAVRA EM LIBRAS | Simone Libras,https://www.youtube.com/watch?v=Jq5xqWZZCSE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/mostrar/mostrar-Jq5xqWZZCSE.mp4,downloaded
mostrar,verbo de instrução,alto,Libras mostrar,LIBRAS BÍBLIA - Disfarçar x Mostrar (Adjetivo/Sentimento),https://www.youtube.com/watch?v=3t4v0X-2NHo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/mostrar/mostrar-3t4v0X-2NHo.mp4,downloaded
mostrar,verbo de instrução,alto,Libras mostrar,Sinal de “MOSTRAR” em Libras com LibrasLab,https://www.youtube.com/watch?v=mXYJIR_iiAk,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/mostrar/mostrar-mXYJIR_iiAk.mp4,downloaded
mostrar,verbo de instrução,alto,Libras mostrar,Sinal em Libras de MOSTRAR/ APRESENTAR/EXIBIR,https://www.youtube.com/watch?v=t-adUyr9-Lg,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/mostrar/mostrar-t-adUyr9-Lg.mp4,downloaded
precisar,verbo de necessidade,alto,Libras precisar,Necessidade (precisar) - Libras,https://www.youtube.com/watch?v=iYWPY7YmA-8,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/precisar/precisar-iYWPY7YmA-8.mp4,downloaded
precisar,verbo de necessidade,alto,Libras precisar,Digital Libras | Sinal de precisar,https://www.youtube.com/watch?v=o9xp8DzhjSU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/precisar/precisar-o9xp8DzhjSU.mp4,downloaded
precisar,verbo de necessidade,alto,Libras precisar,Libras - Precisar,https://www.youtube.com/watch?v=ZO_G4kiX-Uo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/precisar/precisar-ZO_G4kiX-Uo.mp4,downloaded
precisar,verbo de necessidade,alto,sinal de precisar em Libras,Sinal de “PRECISAR” em Libras com LibrasLab,https://www.youtube.com/watch?v=gcfIS2nsxps,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/precisar/precisar-gcfIS2nsxps.mp4,downloaded
entrar,verbo de movimento,alto,Libras entrar,ENTRAR EM LIBRAS | SINAL DO VERBO ENTRAR EM LIBRAS,https://www.youtube.com/watch?v=V1N2UEp-XQA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/entrar/entrar-V1N2UEp-XQA.mp4,downloaded
entrar,verbo de movimento,alto,Libras entrar,3. Pedindo permissão para entrar na aula de Libras,https://www.youtube.com/watch?v=NyYk9PfFWdg,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/entrar/entrar-NyYk9PfFWdg.mp4,downloaded
entrar,verbo de movimento,alto,Libras entrar,"Variações da palavra ""Entrar"" - em Libras",https://www.youtube.com/watch?v=9gAbCgActfk,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/entrar/entrar-9gAbCgActfk.mp4,downloaded
entrar,verbo de movimento,alto,Libras entrar,LIBRAS BÍBLIA - Entrar/Entrada (Verbo/Substantivo),https://www.youtube.com/watch?v=EcHsWMLnP14,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/entrar/entrar-EcHsWMLnP14.mp4,downloaded
sair,verbo de movimento,alto,Libras sair,Sinal sair em Libras,https://www.youtube.com/watch?v=doMUR9f9Kw4,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sair/sair-doMUR9f9Kw4.mp4,downloaded
sair,verbo de movimento,alto,Libras sair,Sair em Libras,https://www.youtube.com/watch?v=Ze9zvkxb_VU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sair/sair-Ze9zvkxb_VU.mp4,downloaded
sair,verbo de movimento,alto,Libras sair,SAIR | IR EMBORA - SINAL EM LIBRAS,https://www.youtube.com/watch?v=7dvBFrXnFxY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sair/sair-7dvBFrXnFxY.mp4,downloaded
sair,verbo de movimento,alto,Libras sair,SINAL LIBRAS (SAIR),https://www.youtube.com/watch?v=gAA8zW0AKLA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/sair/sair-gAA8zW0AKLA.mp4,downloaded
